product_id,product_name,product_category,summary,keywords,sentiment
B096YCN3SD,"Lifelong LLEK15 Electric Kettle 1.5L with Stainless Steel Body, Easy and Fast Boiling of Water for Instant Noodles, Soup, Tea etc. (1 Year Warranty, Silver)",Kettle&ToasterSets,Cord is very shortWeight is okEasy to use Wonderful product...easy to use....go for it Econom,"['kettle', 'lid kettle', 'kettle stell', 'iits nice', 'iits']",3
B0971DWFDT,"Portronics CarPower Mini Car Charger with Dual Output, Fast Charging (Type C PD 18W + QC 3.0A) Compatible with All Smartphones(Black)",AutomobileChargers,"It is built really well & is very compact in size. Good charging speed, supports well for Suzuki burgman Charges phones fast with USB C. With USB-A the charging speed is lesser, but not like some other P.S. Tested only on Android phones. rs, and invest some of the savings on a good","['fast charging', 'car chargers', 'charging good', 'charging speed', 'good charging']",5
B0972BQ2RS,"Fire-Boltt India's No 1 Smartwatch Brand Ring Bluetooth Calling with SpO2 & 1.7” Metal Body with Blood Oxygen Monitoring, Continuous Heart Rate, Full Touch & Multiple Watch Faces",SmartWatches,"Great watch, good features. Easy and simple to use. Watch face is nice. Battery life is decent. Touch response can be improved, touch accuracy is less. resolution can be still more better. scent size and medium Bought it 3 months back working fine call quality is good don't expect great touch sensitivity Found good and product","['smart watch', 'use watch', 'watch product', 'better watch', 'watch touch']",5
B0974G5Q2Y,"boAt Laptop, Smartphone Type-c A400 Male Data Cable (Carbon Black)",USBCables,One amazing cable for 300 bucks Ok with charging. Looks very sturdy and durable. Fast charging upto 25w This is best price Great product. Wanted this as my Portable battery has USB slot and iPad and Kindle Reader have,"['charging cable', 'similar cable', 'cable 300', 'cable costs', 'fast charging']",5
B0974H97TJ,"boAt A 350 Type C Cable for Smartphone, Charging Adapter (1.5m, Carbon Black)",USBCables,The cable is of very good quality. Charging speed is good for my Redmi k20 pro which support,"['quality charging', 'budjet cable', 'cable good', 'charging good', 'charge cable']",5
B0977CGNJJ,"AGARO Royal Stand 1000W Mixer with 5L SS Bowl and 8 Speed Setting, Includes Whisking Cone, Mixing Beater & Dough Hook, and Splash Guard, 2 Years Warranty, (Black), Medium (33554)",StandMixers,"It's great for making dough, it went well and it was quick one. May be due to its planetary","['sturdy dough', 'making dough', 'dough maker', 'dough', 'mixer making']",4
B0978V2CP6,"Cubetek 3 in 1 LCD Display V5.0 Bluetooth Transmitter Receiver, Bypass Audio Adapter with Aux, Optical, Dual Link Support for TV, Home Stereo, PC, Headphones, Speakers, Model: CB-BT27",AVReceivers&Amplifiers,"Bluetooth device works well to connect two Bluetooth devices to any other device like a laptop, smart TV, etc Sound and video lag with distance while connecting Bluetooth with headphones. Pairing with headphones difficult (need to wait This lacks a battery, which is a big differentiator. It is intended to be a desktop unit, and At maximum output, the level is about 1-2dB lower than a direct USB connection to the DAC. The build quality is average. It is lightweight enough that a set of decent cables will tip it over backwards. The display has no spelling errors and while the resolution is low, it is sufficient for the tasks. The sound Bluetooth range is very less Bought it to connect my old Sony 5.1 blueray home theater with","['connecting bluetooth', 'connect bluetooth', 'bluetooth devices', 'bluetooth', 'bluetooth headphones']",4
B097C564GC,"rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver",USBtoUSBAdapters,The adapters tend to heat up while charging with Samsung fast charger. Its continuously play a beep sound while connected,"['charging samsung', 'fast charger', 'charger good', 'charging cables', 'usb charging']",3
B097JQ1J5G,"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",USBHubs,"Manufacturing quality is quite poor. Even a small movement can cause the second device to get unplugged from Built in quality is not so good, it's very sensitive. Cord length of about 1.25 to1","['nice usb', 'quality material', 'usb', 'built quality', 'quality wise']",2
B097JVLW3L,Irusu Play VR Plus Virtual Reality Headset with Headphones for Gaming (Black),3DGlasses,"The product is over all good, jus the headphone adjustment gets stuck, hence not that great sound bt Amazon services and customer support is exceptional and here i believe that's what make them on top. But, the This product has no refund policy. It can only be replaced. So guys, think deep before you buy.","['vr headset', 'expensive vr', 'vr apps', 'vr', 'good vr']",2
B097MKZHNV,Racold Pronto Pro 3Litres 3KW Vertical Instant Water Heater (Geyser),InstantWaterHeaters,It's been 15 days of using this product. Heating is quick. Though it caters only half of Within 30 second hot water come. e Hot water instantly it's very comfortable Water becomes  hot in no time,"['instant geyser', 'previous geyser', 'best gyser', 'geyser', 'gyser']",3
B097R25DP7,"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",SmartWatches,"Good fit, nice smart watch in this price range, especially for  those who need only basic features. Battery The battery, touch screen, bluetooth connection every thing works fine. The modes in the watch are good. My new bill provide Activity Record, sleep tracking is Good. Colour of the band is a bit faded too.","['smart watch', 'modes watch', 'sleep tracking', 'watch price', 'screen bluetooth']",4
B097R2V1W8,"Bajaj Splendora 3 Litre 3KW IWH Instant Water Heater (Geyser), White",InstantWaterHeaters,"The tank is really small, so it keeps switching on when taking a bath. No temprature control and A very fantastic product at this point. Suitable for 2-3 persons. Easy to install and operations.","['hot water', 'water temprature', 'provided heater', 'instant warm', 'pipes provided']",5
B097R3XH9R,"Bajaj New Shakti Neo 25L Vertical Storage Water Heater (Geyser 25 Litres) 4 Star BEE Rated Heater For Water Heating with Titanium Armour, Swirl Flow Technology, Glasslined Tank(White), 1 Yr Warranty",StorageWaterHeaters,25 liter Shakthi Neo Cost Rs6k :- Initially it took 30 - 45 mins to heat the Installation should be provided. Especially in peak. Cold it will take 15-20 mins.,"['fastners gyser', 'gyser', 'gyser value', 'water heater', 'heater earlier']",3
B097R45BH8,"Bajaj New Shakti Neo 15L Vertical Storage Water Heater (Geyser 15 litres) 4 Star BEE Rated Heater For Water Heating with Titanium Armour, Swirl Flow Technology, Glasslined Tank (White), 1 Yr Warranty",StorageWaterHeaters,The product is good for 4 members family. It takes 15 minutes to deliver hot water (temp set to 75 The water heating does not take much time and there is auto cut off to save electricity. Temperature control also works,"['bajaj geyser', 'geyser quality', 'working geyser', 'geyser second', 'geyser']",3
B097R4D42G,"Bajaj New Shakti Neo 10L Vertical Storage Water Heater (Geyser 10 Litres) 4 Star BEE Rated Heater For Water Heating with Titanium Armour, Swirl Flow Technology, Glasslined Tank(White), 1 Yr Warranty",StorageWaterHeaters,"Very good looking product and value for money, only the water flow is very slow. You have to pay for Installation expenses on higher side....Usually all appliance company gives free installation as the first intraction would be free always Very good product by bajaj and best quality delivered by Amazon and it's dealer. Rs has to be","['bajaj installation', 'best geyser', 'geyser best', 'storage geyser', 'geyser']",4
B097RJ867P,"PHILIPS Digital Air Fryer HD9252/90 with Touch Panel, uses up to 90% less fat, 7 Pre-set Menu, 1400W, 4.1 Liter, with Rapid Air Technology (Black), Large",AirFryers,"Fry meats and vegetables without any oil. Even prepare fryums without oil. Bit time consuming compared to traditional I cooked fries, brushed a little oil over them and the result was amazing. Very good product for mid aged","['oil frying', 'fryums oil', 'frying fry', 'prepare fryums', 'traditional oil']",5
B097RN7BBK,"Kitchen Kit Electric Kettle, 1.8L Stainless Steel Tea Kettle, Fast Boil Water Warmer with Auto Shut Off and Boil Dry Protection Tech",Kettle&ToasterSets,Metal used is too thin in thickness as it was dented while delivered and same was rectified with bare hands D value for money is the ability to get the most out of your money.,"['product wire', 'cord', 'wire', 'cord smaller', 'hands cord']",2
B097XJQZ8H,"Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver)",MixerGrinders,The 600W powerful Motor helps in the grinding of Hard spices in no time. And the best part is it Service is good and very fast. But food gets stuck inside the rubber. Noise is defintely there Good quality product for normal uses & easy to use. Not much noisy .easy to clean and use. Product,"['jar efficient', 'machine jars', 'jars good', 'jar', 'jars']",4
B097ZQTDVZ,7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),RemoteControls,"Just got delivered, there’s lag in remote, it takes like 2-3 secs after pressing Near TV only voice recognition is not available with this remote control. nd finish is atrocious. Instead of Work after 6 months but is compatile with tcl android 32 inch tv.","['lag remote', 'remote tv', 'remote key', 'remote buy', 'remote takes']",2
B0981XSZJ7,CROSSVOLT Compatible Dash/Warp Data Sync Fast Charging Cable Supported for All C Type Devices (Cable),USBCables,"Good product for 1+ 6 device. Supports fast charging, charging time identical to original cable.Durability slightly Value for money in this price range and quality is also good . Go for it without any doubt for one plus","['cable durability', 'quality charging', 'cable 1k', 'charging best', 'original cable']",4
B0989W6J2F,ENEM Sealing Machine | 12 Inch (300 mm) | 1 Year Warranty | Full Customer Support | Beep Sound Function | Plastic Packing Machine | Plastic Bag Sealing Machine | Heat Sealer Machine | Plastic Sealing Machine | Blue | Made in India,VacuumSealers,Support is excellent. Have bought 5 different sealing machines online by far this is the best. And they have great good customer support Good product for the price tag 1329 Very good and easy to use. with time. Nice,"['sealing machines', 'seal plastic', 'different sealing', 'sealing', 'adjustment seal']",5
B098JYT4SY,"Zebronics Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Black+Grey)",Mice,very good producteasy to handleuse of dpi is awesome use karne mai bhut bad,"['handleuse dpi', 'dpi awesome', 'dpi', 'usage mouse', 'mouse nice']",5
B098K3H92Z,"TP-Link USB Bluetooth Adapter for PC, 5.0 Bluetooth Dongle Receiver (UB500) Supports Windows 11/10/8.1/7 for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers",BluetoothAdapters,"I have my extension cable from the laptop USB port hanging from the tubelight and this increased my BT range to OnePlus Bullets Wireless Z Bass Edition (Reverb Red), Sony WI-XB400 Wireless, An My Brandnew Tribit QuietPlus 72 Headphones DID NOT work well at all. It kept running in Hands Once connected it should provide the Stereo mode under Speaker icon in Taskbar. Once you disconnect, depending on Make sure the BT Icon is turned on - Blue color=On - White=Off in Windows Taskbar. TPlink shows all devices that are already connected. There is no Update option here, we have to physically under Add heading go to Audio/Video Device left click --> brings up dialogue box to Select a device to connect In the taskbar click the audio profile (speaker icon) Here there are 4 options that pop up for In watching Youtube I do get some lag but with different headsets the lag increases or decreases. Sometimes if I stop Music streaming to Sony XB400 or Oneplus Buds Wireless Bass edition and there would be intermittant drops So I checked the TP Link India site for any FAQ related. When I searched in the Downloads->Drivers The BT icon sits in the system tray as before. Audio transmission can be switched between stereo and mono. At this price point it gives me freedom to connect my BT audio gear instead of purchasing a more expensive unit to Bluetooth adapters are not intended for prolonged or continuous use. Minuscule size, you can keep attached to Range is decent..works good in the same room..this kind of device is usually meant for local connectivity,  Bluetooth 4.0 adapter. Works nicely with Linux. I had bluesoleil pre-installed, and it worked with it. Didn't have to install any driver Audio quality is good, but somehow, compared to my enter Bluetooth 2.0 stack..The audio was a I have no need for 5.0 Bluetooth as i don't have any device that requires it. I just Just plug it , install drivers and you are good to go ! Seem less connection with ps5 controller! Very easy to install, connectivity is also good but sometimes while using Bluetooth earphones sound cracks also Bluetooth sharing is Easy to install, I mean just plug in . Connectivity is on all point but 1-2 time i","['cable extension', 'extension cable', 'extension cables', 'aptx headsets', 'wireless bass']",2
B098LCVYPW,Dealfreez Case Compatible for Fire TV Stick 4K All Alexa Voice Remote Shockproof Silicone Anti-Lost Cover with Loop (C-Black),RemoteControls,Good quality as mentioned in the product details the loop is not provided. The quality of the item looks average.  d ergonomically. Nice product.,"['loop', 'details loop', 'remote fit', 'loop provided', 'quality item']",3
B098NS6PVG,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)",USBCables,"The cable is really strong and the connection ports are really well made. I connected my phone to the car using Brand new cable it was not charging, I already repacked and requested for replacement. There was some green colour Can't blame the manufacturer. But quality issues by the distributor, they might have stored in very humid place. Brand new cable it was not charging, I already repacked and requested for replacement. There was some green colour Can't blame the manufacturer. But quality issues by the distributor, they might have stored in very humid place. Brand new cable it was not charging, I already repacked and requested for replacement. Charging power is too Can't blame the manufacturer. But quality issues by the distributor, they might have stored in very humid place.","['cable charging', 'fast charging', 'charging speed', 'car cable', 'usb cable']",4
B098QXR9X2,"Ambrane 27000mAh Power Bank, 20W Fast Charging, Triple Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Smartphones & Other Devices (Stylo Pro, Black)",PowerBanks,"The product is very big and heavy. Would have been better if it had Li-Ion batteries to save Fast charging is NOT available on any port, USB and USB-C (PD) Flights allow only in This power bank full charge at 12 hour and I phone 12 will be 4 time full charged not 6 time.","['fast charger', 'charges iphone', 'fast charging', 'phone charger', 'charging good']",2
B098R25TGC,Noise Buds VS201 V2 in-Ear Truly Wireless Earbuds with Dual Equalizer | with Mic | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Olive Green),In-Ear,"I was not expected at all. what i don't like is the earpads, sometime it came out","['quality buds', 'sound quality', 'earpads', 'earpads came', 'quality']",2
B098T9CJVQ,"Sui Generis Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother, Electric Coffee Beater, Egg Beater, Latte Maker, Mini Hand Blender Cappuccino Maker (Multicolor)",HandBlenders,"Nyc coffee beater and very easy to use. Easy to available in market at 150. Overpriced . xes well, product quality is good at this price.","['coffee beater', 'coffee machine', 'quality good', 'product quality', 'real coffee']",5
B098TV3L96,Electvision Remote Control for led Smart tv Compatible with VU Smart Led (Without Voice),RemoteControls,"The remote has a mic that is not working. You can't enable voice assistant in this remote. The buttons ""As of now as of now I am happy with this purchase. ut as of currently I'm happy with","['price issues', 'remote voice', 'remote quality', 'voice support', 'price']",1
B09939XJX8,"TVARA LCD Writing Tablet, 8.5"" Inch Colorful Toddler Doodle Board Drawing Tablet, Erasable Reusable Electronic Drawing Pads, Educational and Learning Tool for 3-6 Years Old Boy and Girls Mix Colors",GraphicTablets,A good distraction to keep kids away from devices... Overall a good buy!!!! Good item fun to play like An,"['distraction kids', 'good distraction', 'devices overall', 'kids use', 'distraction']",4
B0993BB11X,"Ambrane 10000mAh Slim Power Bank, 20W Fast Charging, Dual Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Anrdoid & Other Devices (Stylo 10K, Black)",PowerBanks,The cable which came with it broke after a day of use and also damaged power port of phone. Just good With 10000mah u can charge 2 devices at a time. Good for a single charge of 5000mah,"['5000mah mobile', 'charge 5000mah', '10000mah charge', 'performance 10000mah', 'power bank']",2
B0994GFWBH,Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop,USBCables,"Quality is average and micro type B end does sit very tight. It's lengthy and usable for car dashcam This is one of the good product in this price range. Overall build looks sturdy, but longevity cannot confirm. No review mentions this. But I needed a 1.5m length for perfect use. So disappointed as I Quality is average and micro type B end does sit very tight. Overall build looks sturdy, but longevi Can confirm that it is ~1.2m as most other products and not 1.5m as the The cable is soft and flexible. In all probability, it will last long also. But pover quality.","['cable charge', 'basics cable', 'charge ps3', 'second cable', 'cable type']",3
B0994GP1CX,"LS LAPSTER Quality Assured Universal Silicone 15.6"" Keyboard Protector Skin|| Keyboard Dust Cover|| Keyboard Skin for 15.6"" Laptop| 15.6"" Keyguard| (3.93 x 11.81 x 0.39 inches)",DustCovers,You may purchase it freely with the intension to protect your laptop from the dust. The product's durability is,"['laptops overall', 'transparency good', 'size transparency', '15 laptops', 'fine product']",4
B099FDW2ZF,"Maharaja Whiteline Nano Carbon Neo, 500 Watts Room Heater (Black, White), Standard (5200100986)",ElectricHeaters,"It is not only portable but also convenient as it uses a standard plug that can be plugged into normal 5A Heats quickly. Best room heater in budget, especially it uses less power nd gives sufficient heating, even I have used it whole night in -5 °C, with few care ie ventilation in room and few waters","['heater useful', 'room heater', 'heater using', 'away heater', 'heater budget']",5
B099K9ZX65,Hisense 108 cm (43 inches) 4K Ultra HD Smart Certified Android LED TV 43A6GE (Black),SmartTelevisions,"I was very skeptical to purchase TV through online. Iam a big fan of Sony and LG brands. Third I was continuously searching for budget friendly TVs like TCL, Redmi Nokia and Iffalcon but didn VA Panel is a VA Panel, I can clearly see blacks are not so deep they are bit of greyish Sound is crisp and clear though I increased volume upto 70 to chk, but no distortions nothing it's I see specially in Amazon prime video app, on the blue screen there are some lines which I don't know I bought this tv at 18 990.00 and at this price tag its a great purchase. I just Remote Loved the picture quality Average picture quality but ok for this price Worth for the cost. VA Pannel","['purchase tv', 'bought tv', '4k tv', 'sony lg', 'deal price']",3
B099PR2GQJ,HOMEPACK 750W Radiant Room Home Office Heaters For Winter,ElectricHeaters,"Can be carried anywhere easily. Can be used on a standard 6A socket, no need of power plug. I bought this for my dadi as our room is on top floor & its very cold here. The coil","['750w heater', '1000w heater', '6a socket', 'plug heating', 'room heater']",5
B099S26HWG,"Classmate Pulse 1 Subject Notebook - 240mm x 180mm , Soft Cover, 180 Pages, Single Line, Pack of 4",CompositionNotebooks,Best product but size is too small Quality is goodGreat notebook Beast paper and spring Good,"['pages small', 'pages', 'paper spring', 'paper', 'beast paper']",4
B099SD8PRP,"Lenovo 130 Wireless Compact Mouse, 1K DPI Optical sensor, 2.4GHz Wireless NanoUSB, 10m range, 3button(left,right,scroll) upto 3M left/right clicks, 10 month battery, Ambidextrous, Ergonomic GY51C12380",Mice,Great mouse for daily office use. After 1 month of use  i can say that this is best device for,"['lenovo laptop', 'device lenovo', 'lenovo', 'mouse daily', 'mouse working']",5
B099Z83VRC,"Wipro Vesta Electric Egg Boiler, 360 Watts, 3 Boiling Modes, Stainless Steel Body and Heating Plate, Boils up to 7 Eggs at a time, Automatic Shut Down, White, Standard (VB021070)",EggBoilers,"Can accomodate and boil 7 eggs at a time, when water gets evaporated totally, it automatically Must buy for gym lovers and frequent boiled egg eaters. Comes with strong and good build quality. It's good. We can get hard, medium or soft boiled eggs. Cleaning is an issue. Sometimes","['egg boiler', 'boil egg', 'boiled egg', 'boil eggs', 'eggs boiled']",4
B09B125CFJ,7SEVEN® Compatible for Mi tv Remote Control Original Suitable with Smart Android 4K LED Non Voice Command Xiaomi Redmi Remote of 4A Model 32 43 55 65 inches,RemoteControls,"The remote is so far good and works smoothly with a slight click. No need to press too hard, just Product is good is cheap but at the same time usefull. It works only when you are one feet away","['remote mi', 'quality remote', 'mi tv', 'fine remote', 'bluetooth remote']",4
B09B9SPC7F,"PC SQUARE Laptop Tabletop Stand/ Computer Tablet Stand 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Desktop Holder Compatible with MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",Lapdesks,Good product Stability: okSturdiness: mediumMaterial: aluminiumOverall quality: FairDoes the job! Need,"['nbook steady', 'laptops metal', 'nbook', 'holder nbook', 'improve laptop']",3
B09BCNQ9R2,"DYAZO USB 3.0 Type C Female to USB A Male Connector/Converter/Adapter Compatible for Samsung Galaxy Note s 20 10 Plus Ultra,Google Pixel 4 5 3 2 & Other Type-c Devices",OTGAdapters,Very useful. Easy to use. Reasonable price. Works the purpose of OTG for samsung galaxy A,"['otg ipad', 'ipad pro', 'ipad', 'a7 tab', 'otg samsung']",5
B09BF8JBWX,"Lava A1 Josh 21(Blue Silver) -Dual Sim,Call Blink Notification,Military Grade Certified with 4 Day Battery Backup, Keypad Mobile",BasicMobiles,Phone good but charger Nani aya It's good Value for money Phone works well.,"['bad mobile', 'best mobile', 'mobile best', 'phone good', 'mobile phone']",4
B09BL2KHQW,KENT POWP-Sediment Filter 10'' Thread WCAP,WaterPurifierAccessories,Good product Printed price is ⁹ 260 but I have purchased at ₹ 325 Good one it's,"['value money', 'value', 'printed price', 'price 260', 'money good']",4
B09BN2NPBD,"DIGITEK® (DRL-14C) Professional (31cm) Dual Temperature LED Ring Light with Tripod Stand & Mini Tripod for YouTube, Photo-Shoot, Video Shoot, Live Stream, Makeup, Vlogging & More",SelfieLights, LED is good however the stand that is shipped with the product seems to be manufactured in some local Gaziabad Lightweight yet sturdy enough. Can select different height according to your requirement. Ring light is not very bright even,"['led good', 'led properly', 'hold led', 'stand', 'moderate lighting']",3
B09BNXQ6BR,"Noise ColorFit Ultra SE Smart Watch with 1.75""(4.3cm) HD Display, Aluminium Alloy Body, 60 Sports Modes, Spo2, Lightweight, Stock Market Info, Calls & SMS Reply (Vintage Brown)",SmartWatches,"The battery of this watch is so good that before use i charged this watch and it's been 2 weeks and One of the best product in this price range. Built quality is good. Touch is very smooth and the notification Good product for this price range. Everytime sleep mode has to activate, this should not be done. It The Daily Discussion is a weekly, offbeat look at the world around us. This week, we look at","['battery watch', 'charged watch', 'product watch', 'strap watch', 'watch battery']",5
B09BVCVTBC,"Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported",GamingKeyboards,"Pro's: 1000hz polling rate! ( Confirmed and checked using USB Viewer by Microsoft) Best RGB Angled Usb C port at the side (life saver for  me) Feels great for typing The keys are hot swappable. No drivers needed just Plug and Play. Must Download the software if you This is my first mechanical keyboard and I'm so happy with this. Apart from the lights, I like the If u r looking for a red switches mechanical keyboard and you love rgb go for this one... But its 60","['quality keyboard', 'getting keeb', 'keyboard love', 'keyboard 8k', 'keyboard goodthe']",5
B09BW2GP18,"Croma 3A Fast charge 1m Type-C to All Type-C Phones sync and charge cable, Made in India, 480Mbps Data transfer rate, Tested Durability with 8000+ bends (12 months warranty) - CRCMA0106sTC10, Black",USBCables,The charging cable stopped working within 2 weeks. I opted for a basic and cheaper charging cable but all the money I couldn't connect it to Samsung mobile Fast charge. nd fast I couldn't connected it toSamsung mobile,"['60w capable', '60w', 'says 60w', '25wats brick', '25wats']",1
B09BW334ML,Dealfreez Case Compatible with Fire TV Stick 3rd Gen 2021 Full Wrap Silicone Remote Cover Anti-Lost with Loop (D-Black),RemoteControls,Dealfreez Full Wrap Silicone Remote Cover Case compatible for 3rd Gen Fire TV Stick is an excellent,"['rubber buttons', 'remote cover', 'silicon quality', 'buttons', 'silicone remote']",5
B09C635BMM,Cotbolt Silicone Case Cover Compatible for Samsung BN59-01312A QLED 8K 4K Smart TV Remote Shockproof Protective Remote Cover (Black),RemoteControls,"This item was glued at the edges Good but fits loose at top, bit tight at bottom. Can go with I believe I needed it because my kid keeps dropping the remote and I was worried because the Samsung Smart Remote is R portions are tight enough to meet the purpose. Luminous blue gives a decent glow when its in pitch dark","['remote perfectly', 'quality', 'samsung smart', 'quality good', 'quality fit']",3
B09C6FML9B,"Duracell Micro USB 3A Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). Supports QC 2.0/3.0 Charging, High Speed Data Transmission - Black",USBCables,The quality of wire and usb pin is good but it charge mobile little slow than the charger provided with mobile. Was working well but suddenly stopped working within 6 months of purchase. Best product ever.,"['charging cable', 'built charging', 'charge mobile', 'charging speed', 'charged tablet']",3
B09C6H53KH,"Duracell Type-C To Micro 1.2M braided Sync & Charge Cable, USB C to Micro Fast Charge Compatible for fast data transmission (Black)",USBCables,Quickly charged under 45 min 0 to 100% 5000mah battery. Superb I'm using this in It charges my Samsung galaxy J8 which has a USB port. But be careful as it charges at 15W In India This thing from duracell meets the expected expectation. No wonder.,"['samsung charger', 'fast charger', 'charges samsung', 'charging phone', 'charger type']",5
B09C6HWG18,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",USBCables,"Cable is good and well built. But Samsung galaxy s8 ultra seems to have some issues. It falls The product is upto my expectations, worth the price, braiding is really good, i may not have Very sturdy but over priced Same type is available in half prize other make on Amazon Cable is good and well built The product is upto my expectations, worth the price, braiding is really good, i may not have Very sturdy but over priced. g at its edge...just go for it....a real value for money.","['s8 ultra', 'cable durable', 'galaxy s8', 'cable sturdy', 'cable worth']",3
B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",USBCables,"I trust this product! Works well with car play! Very good quality and charging is fine. As good as Good quality it well packed, all sealed coveredthe wire looks of a very good qualityrecommended!!!!","['gr8 product', 'quality charging', 'original gr8', 'good charging', 'gr8']",5
B09CGLY5CX,"Crompton Insta Comfort Heater 2000 Watts Heat Convector with Adjustable Thermostats, Hybrid Cyan, Standard (‎ACGRH- INSTACOMFORT)",ElectricHeaters,plug is too large for this type of plug you have should have 16 amp socket board. Value for money No,"['money plug', 'plug 16', 'amp socket', '16 amp', 'value money']",2
B09CKSYBLR,"InstaCuppa Rechargeable Mini Electric Chopper - Stainless Steel Blades, One Touch Operation, for Mincing Garlic, Ginger, Onion, Vegetable, Meat, Nuts, (White, 250 ML, Pack of 1, 45 Watts)",MiniFoodProcessors&Choppers,It's a small and good for small item chopping at a time like 1 tomato or 1 onion It works like,"['blade', 'blade needed', 'small family', 'small item', 'item chopping']",4
B09CMM3VGK,"Ambrane 60W / 3A Type C Fast Charging Unbreakable 1.5m L Shaped Braided Cable, PD Technology, 480Mbps Data Transfer for Smartphones, Tablet, Laptops & other type c devices (ABLC10, Black)",USBCables,The cable build quality is good for normal charging its great cable but doesn’t support quick charging Works for Cable build quality is good for normal charging its great cable but doesn’t support qu. Best quality and length of wire was qute good and durability also good . Using this cable from past 40 days Maine chapti wali buy ki thi jo photo me dikh rhi hai lekin,"['charging great', 'cable build', 'charging port', 'hai cable', 'normal charging']",3
B09CMP1SC8,"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Technology & Quick Charge 3.0, Compatible with All Type-C & Micro USB Devices (ABDC-10, Black)",USBCables,"1.5 meter wire is more durable. Supports turbocharging. Working well after months of use. Cable is good Both Micro USB & Type C mobile connector's are getting charge. Cable is a good f The connector also has a tight fit, sometimes you have to apply a bit force to remove(ig it'll Cable is braided, but it is not strong like boAt. Supports turbocharging. Working well after Both Micro USB & Type C mobile connector's are getting charge. Cable is a good fibre braided with good Cable has a 1.5 meter wire and is more durable. Not fast charging in this cable, it Working well after months of use. Only thing is that if there is slight pressure, the C -type adapter Both Micro USB & Type C mobile connector's are getting charge. Cable is a good fibre braided with good . t bcuz it's help me to charge both phone Type C & Micro Cabel.","['charging cable', 'fast charging', 'charging fast', 'charging braided', 'type charging']",4
B09CMQRQM6,"Ambrane Fast 100W Output Cable with Type-C to Type-C for Mobile, Laptop, Macbook & Table Charging, 480mbps Data Sync Speed, Braided Cable, 1.5m Length (ABCC-100, Black-Grey)",USBCables,"The cord is well make, very sturdy and the materials indicate that this cord will be very very durable. The The cable is sterdy, the ends are premium. Charges my One Plus 7T rapidly. Great data transfers Cable is very good. Supports fast charging in Samsung Galaxy devices. Ideal for charging but not for data transfer","['fast charging', 'charging samsung', 'pd charging', 'fast charger', 'charger laptop']",5
B09CTRPSJR,"Storio Kids Toys LCD Writing Tablet 8.5Inch E-Note Pad Best Birthday Gift for Girls Boys, Multicolor (SC1667)",GraphicTablets,"The product is a good one, however once i received one with a small bump and I replaced it to receive ""Nice for kids to play with Nice Awesome my son like it very much"" ""A good alternative for paper","['screen product', 'tablets', 'erase screen', 'tablets twins', 'screen']",3
