review_content,Sentiment
You have to purchase a headphone I recommend for this one. Under 1000 rupees best one..,5
"I am writing this review after used of 30 days the product is really very good, sound quality, durability, battery performance is also very good",5
"Overall its a fair product...Rs. 899...with all the features...Its perfect for daily commute since it has a very good battery life, it will last for 3 to 4 days easily.When it comes to the sound quality, i feel its not delivering as advertised which is obvious. It would be wrong to expect great sound from an overall product. You cant have everything at once. This is my personal opinion, since i am a music enthusiast and have experienced music from great headphones and ear phones.Other than that its worth trying, totally recommend this product if you daily travel for work and you are looking for a budget wireless earphone",4
Sound quality is not best,2
I LIKED THIS PRODUCT. ALREADY USING SINCE FEW DAYS. BATTERY BACK IS ALSO VERY GOOD.,5
"I bought this power-bank to use during my vacation with family. It is sturdy BUT a bit on HEAVIER side. Can charge three phones at a time if you use the two USB and third Type C port as well for charging. The speed of charging is alright and appropriate. The ONE and only drawback I experienced is the weight of the Power-Bank itself, without this limitation it could be really amazing product to buy.",4
Bit heavy but does it’s job. Takes tooooooo much time to charge. Whatever mention in the description is not correct at all with regards to the powerbank charging.,3
"I am putting up this review after 1 day of usage. This is the second power bank i have bought from Ambrane India overall third power bank for my family. Before to this i have bought their PP-30 30000 mah model and also has MI 2i 20000 mah power bank both were really good, here i am putting together all the pros and cons which i am able to find after 1 day of usage and also a little bit of comparison. My dad uses Redmi note 7, my mom has MI A1 and i am using Redmi note 3Pros:-- Dual Input Type C and Micro USB this is the foremost and primary reason of choosing this power bank over MI or other brands as you don't need to carry two cables if your phone has type c input which in my family 2 out of 3 has  the same- Easy to carry and hold as it is very compact is size i must say in comparison to MI or Ambrane PP-30- Solid and sturdy built- 20000 mah capacity with same lithium polymer batteries these are safer then lithium ion batteries, this i came to know while buying this product-  ₹200 cheaper price than MI- Touch button at the top to know the power status (this is something unique)-  It took less than 1 hour to charge my redmi note 3 from 13% to 100% at 2 cell battery indicator, which is pretty good and almost equivalent to my wall charger best part same time and charging speed in Delhi Metro- I don't know either it is pro or con, both of my other power banks supports Qualcomm Quick Charge 3.0 Technology while this power bank supports only fast charging at 2.4 Amp, but i feel this has charged my phone better and faster than MI power bank itself. I know a phone must also supports quick charge technology for fast charging but when i use quick charge on my dad's Redmi note 7 (which supports QC 4.0) either from MI power bank or Ambrane PP-30 power bank it kind of heats up the phone, also it fluctuates the power and automatically switches between Quick Charge and fast charging which affects your battery life, so it is safer to charge the phone at optimum current at 2.4 ampCons:-- Very stuffy packaging, it looks like the power bank has been forced fully stuffed inside the box- It has some adhesive tape at the top i don't know why ? which, when you remove it, puts scratches on the top, be careful while removing the same- No torch light, their PP-30 have it- only micro cable inside the box",5
"Definitely heavy but I knew this. I will recommend this, as it has 2 slots so we can charge two phones.",4
Nice product,4
Power backup is good.. but the USB cable provided is very bad. It stopped working after few months of usage,2
Everything is good but the battery don’t last that long when use for charging two device.,3
Build quality is good and it is comes with 2 year warranty.,4
Good Product,4
Bought it for charging my mobile & tab but it doesn't work for Lenovo m8 tab,1
"Guys this cable is is best compare of everyone over heat protection, quickly charging, but chance to shock circuit",4
good,4
Nice,4
Good quality,5
"1.5m data cable is very useful for me. I am able to use the phone very comfortably while charging it on line with this cable. You can charge it with 15watt charger with this cable (not connected to it). Its price in local market is Rs 150, I got this cable on Amazon for Rs 67. Say with pride that we are Hindus, Jai Hind Jai Bharat",5
Good,4
I use this to solve my numericals and its good.,4
Excellent tool for kids in learning,5
A quality product,5
Good product,4
Product is amazing and less weight good use of it and u can go for it,5
Good,4
Stand is good. But the light is not that bright. In photos it Feels bright but irl not that use of the light.Also setting up the light and stand takes bit of effort.Quality of stand and parts is average .I bought it for Rs 800 but I won’t recommend u guys to pay even a rupee more than Rs 400 for it.,3
Good product,4
I liked it as it is easy to use and helpful in clicking better pictures,4
Easy to handle..worthy..,5
Great product for beginners,5
good,4
Light quality is really good at this price segment,5
I really liked it's portability as we can take this to another place easily,4
Nice portable .. liked it..,4
Reducing one star as packaging was not good.Mouse is big.If you prefer small and travel friendly mice go for someother design.,1
"The mouse looks good, and it is even easy to hold and use due to to it's design. The only issue I found out was with the battery port, the cover for the battery doesn't come off easily and that's the worst part. Also, the battery cover has some opening provided, not sure why.",4
Ok worthy,3
Good product,4
Good deal but big size,3
Noisy while scrolling,2
"At 1st they send me a used one with missing adapter, than replaced with a new one, previously i was using logi m190 full-size mouse , its wheel stopped working properly within a year ,  thats why i bought this full-size wireless mouse hp x200 @ ₹488 , with 3 years warrenty, clicks are soft on logi also they have increased the price of it from 600 to 1100, but there is no use if it doesn't work properly, let's see ...",1
"I used this product for about 4 months and really had no issues with it, until I noticed that my internet stopped working. After getting it checked I found out that the issue was in the UPS (maybe wiring cable) which stopped transmission.I contacted the customer care and I was assisted by Mr. Ankit. He was very helpful and asked me to demonstrate the issue in video and tried to ascertain the issue through other checkups too. After ascertaining that the issue is in the product he confirmed to get the default product replaced and started the issue and informed me on tentative timelines for the same. Hoping to receive the replacement soon so that I can continue uninterrupted internet !!",1
"I have been using this product for the past four months, during this tenure I had faced no issues initially but roughly after 3 months the power back up started shrinking extremely and the least duration was under 30 minutes, that’s when I contacted the customer support via whatsapp and I must say the whole experience with the customer support team was simply surprising. They were very polite and helpful throughout the process. It was very easy for me to explain the issue to them then at the end of the first conversation itself they arranged a replacement for the product since it is just 3-4 months old. They took all the responsibility of the issue and sent me a new product which I am currently using, now the back up I am getting is 4+ hours which is based on my usage.So finally I am not sure how often I buy a product from this brand but I will never forget the support I received from this this brand. Cheers!!!",2
I purchased the product 10 days back and initial product was not working properly. But I received a replacement for that. Thanks for immediate response from the support team. I liked Oakter because it's Indian product and NOT a Chinese. As of now it's working fine and no lag in Wi-Fi connection or speed. Need to test the recharge capacity when the Power goes off. Will keep you updated after a month again by checking the results. Giving 4 Stars as of now.,4
"This is a really good option for those who are primarily concerned about being cut off from online meetings/calls due to frequent short term power cuts, and are not willing to spend more amount buying an inverter. I have been using this product since around 3 months and am pretty happy with its backup.",4
I have been using the product for more than a year. Later I purchased a second product for my parents home and it was working fine for 6 months. However the backup battery stopped working later and the customer support team were quick to respond and swiftly sent me the replacement product.,2
"Product was delivered very promptly and packaging was good. Using this product just from couple of days and its working as expected. Very easy to plug & use. Reserving 1 star for longevity of this product, will revise my rating after a year or so depending on my experience.",4
"The device doesn't support for 4 hours. It support only for 2 or 2 hours 30 minutes max on full recharge.Product is affordable, light and good. Please don't fool on 4 hours support capacity. Resonate UPS is better as compared  to this.",3
This product claims to give backup for upto 4hours. But it wont even give backup for 30 mins. I claimed warranty and got the new product as well still the same problem. They reiterate and say upto 4 hours where they shud mention clearly that it will give backup upto 1 hour not more than that.One of the worst customer support services i have seen. The associates keep repeating the same sentence or copy paste the chat and dont provide solutions. Totally disappointed and waste of money. Never recommending anyone to buy their product.,1
"My ISP provided modem-router combo is in another location in the house, and I was getting speed drops on 5 Ghz when I was across the house [as was expected]. So, I decided to buy this router to use as an access point. The setup is pretty straightforward, provided you know what you are doing.As is mentioned on the product page, this router comes with two modes -- router mode and access point mode. If you are using it in addition to your ISP provided modem-router, I would suggest using it in the access point mode only.The range and the speeds are working better than I expected for the price -- certainly better than the router that the ISP provides. The router does come with a LAN cable, but the quality of the cable is not very confidence inspiring. The LEDs on the front can be configured via the Tether app to switch off at specific times, which is a neat feature. Apart from that, I have found Tether app to be pretty useless. It doesn't specify the device identity for some reason, just shows the IP and ""unknown"", until you rename the device yourself. Sometimes it doesn't even list all the devices connected. I guess it is better to use the router settings from the browser itself if you want to dig into the settings.I would like to add one more thing in the end. This router looks pretty slick, and I don't think it has gotten enough credits for that. Kept on the table, or even hung from the wall, it looks and feels premium for the price -- and that is in addition to all the amazing features it has.",4
Router gets sometime auto disconnected even though it is connected to internet,2
I don't have any issue with router but sure with Amazon packaging method bcz no paper bag or anything were used it was only the box,3
Good product for that price. Good range,4
"So far everything looks good, wIll update the review after a few months of usage!",4
"Awasome experience, go for it with out any hasitation, assistance also very good.",5
"Highly recommended to purchase, overall a good purchase, you will never regrate after purchasing it.",5
Signal strength can be improved further.So far good to go.,4
"The product was received without damaged and seal intact. Coming on to the product I bought the jazzy blue sunburn edition.Pros:Battery is good, used as opened from the pack it held good for about 10 hours across 4 days and still charge is leftSound- Sensible Bass and good mids as well as lows, not that I can discern between them.Aux available.The ear cups are quite big hence sorta provides passive noise isolation.Cons:Not foldable as well as type b charger (USB micro) typeBeing a limited edition if your ear cups wear off very miniscule chances of replacing it with suitable colorIf a person is of hot body type(emits heat or more warm then normal) there is higher chances of feeling warmth in your ears, as I heard the material just reflects the heat back on to ears. That's just plain uncomfortable to me.Also the build feels very flimsy and plastic-ky.Also a major drawback I felt was that whenever we switch on/off we get the built-in audio!",4
"Bought it for 1499. Now after 2 years 2 months, today it broke. After 6 months of use, the red coating started peeling off. But device showed no problems. Sound is clear, balanced, not very hogh but enough bass, good battery backup, charges faster, aux is available. Disadvantage is you can't fold it. Planning to buy it again, as I think this the best in segment. Now the rate has increased to 1799.",2
"The first thing I want to say is that the headphone is really bulky. I didn't notice the first few days of using but eventually it gives pain on the shoulder if worn for a longer period of time (3-4 hours), sound quality is good. Do not have any bass, ANC is not present in this headphone. It's a decent headphone for casual purposes. If you're a music lover or wear your headset for longer period of time then I think you should invest in other options, which is light weight and have ANC in them.",3
Everything is great about boat products. Delivered in two days.Noise cancelling is great. Bluetooth connectivity is good. Something it takes time to connect. If you planning to buy then this would be a great choice.,5
in details it was written that it has physical noise isolation feature in it  but when it came I didn't observe as such feature I bought it for study purpose that the reason why I was looking for such feature but I found it as a waste of money.,2
Sometimes .. sound doesn't work .. you have to decrease the volume to zero and then increase again to hear the sound. Bu this happens only 1 out of 10 times.,2
"Build quality is good, has physical noice isolation, soft padded, comfortable, but bass could be quite better, otherwise everything is fine",4
Good quality headphones in Over the ear category. Good quality sound but has less bass as other says but it's decent. Good mic quality for meetings but doesn't have any noise-cancellation feature. I just feel that after 3-4 hours of constant use these earphones feel weighted to the neck.,4
"The Mi Earphones sound great for the priceThe cable is covered in Kevlar fiberThe Mi Earphones are priced at Rs. 699Xiaomi has garnered a well-deserved reputation for producing high-quality smartphones with powerful specifications at affordable prices. The same applies to the company's diverse range of accessories as well. These are priced quite competitively and usually provide tremendous value for money.Xiaomi recently launched two new pairs of budget earphones in the form of the Mi Earphones Basic and Mi Earphones, and we have the latter for  today. With a three-button inline remote and mic, a Kevlar fiber cable, metal sound chambers, and a right-angled plug, the Mi Earphones seem pretty promising on paper. We have put this pair through our tests to see whether that promise actually translates into real-world performance.Xiaomi Mi Earphones design and comfortAs expected from a pair of earphones in this price range, the Mi Earphones are made entirely out of plastic. That said, the build quality is actually quite impressive, with high-quality TPE surrounds near the 3.5mm plug and earpieces.The box is as basic as it gets. There is no case and no extras to be found inside - just the earphones, a short and sweet user guide, and two extra sets of tips (large and extra-small). The cable though is far from ordinary. It is braided in Kevlar fibre which not only prevents tangling but also looks and feels premium.The box is as basic as it gets. There is no case and no extras to be found inside - just the earphones, a short and sweet user guide, and two extra sets of tips (large and extra-small). The cable though is far from ordinary. It is braided in Kevlar fibre which not only prevents tangling but also looks and feels premium.SearchHOMEAUDIOAUDIO REVIEWSXiaomi Mi Earphones ReviewAdvertisementBy Shobhit Varma | Updated: 25 April 2018 16:12 ISTHIGHLIGHTSThe Mi Earphones sound great for the priceThe cable is covered in Kevlar fiberThe Mi Earphones are priced at Rs. 699Xiaomi Mi Earphones ReviewSubscribeXiaomi has garnered a well-deserved reputation for producing high-quality smartphones with powerful specifications at affordable prices. The same applies to the company's diverse range of accessories as well. These are priced quite competitively and usually provide tremendous value for money.Xiaomi recently launched two new pairs of budget earphones in the form of the Mi Earphones Basic and Mi Earphones, and we have the latter for  today. With a three-button inline remote and mic, a Kevlar fiber cable, metal sound chambers, and a right-angled plug, the Mi Earphones seem pretty promising on paper. We have put this pair through our tests to see whether that promise actually translates into real-world performance.Xiaomi Mi Earphones design and comfortAs expected from a pair of earphones in this price range, the Mi Earphones are made entirely out of plastic. That said, the build quality is actually quite impressive, with high-quality TPE surrounds near the 3.5mm plug and earpieces.by TaboolaSponsored LinksMederma Stretch Marks Therapy Cream 50Gm₹849.15PharmeasyBuy NowThe box is as basic as it gets. There is no case and no extras to be found inside - just the earphones, a short and sweet user guide, and two extra sets of tips (large and extra-small). The cable though is far from ordinary. It is braided in Kevlar fibre which not only prevents tangling but also looks and feels premium.Xiaomi Mi Earphones inline1 Xiaomi Mi Earphones Inline 1While the Mi Earphones look pretty nondescript overall, there are a few design flourishes such as a textured metallic finish at the back of the earphone housings, and the aforementioned Kevlar fibre cable, that stand out.Promoted: In the StoresBestseller OnePlus Nord (12GB RAM, 256GB) - Gray AshOnePlus Nord (12GB RAM, 256GB) - Gray Ash₹ 29",5
999AmazonBuyXiaomi Mi 2 True Wireless Bluetooth Earphones (White)Xiaomi Mi 2 True Wireless Bluetooth Earphones (White)₹ 2,5
999 (45% off)AmazonBuyXiaomi Redmi Earbuds S Wireless Bluetooth Earphones (Black)Xiaomi Redmi Earbuds S Wireless Bluetooth Earphones (Black)₹ 1,1
"720 (28% off)AmazonBuyboAt BassHeads 100 Wired Earphones (Taffy Pink)boAt BassHeads 100 Wired Earphones (Taffy Pink)₹ 379 (62% off)AmazonBuyboAt BassHeads 100 Wired Headphone (Black)boAt BassHeads 100 Wired Headphone (Black)₹ 379 (62% off)FlipkartBuyTrending Poco M3 (6GB RAM, 128GB) - Power BlackPoco M3 (6GB RAM, 128GB) - Power Black₹ 11",5
"999 (20% off)FlipkartBuyAt just 14g, the earphones weigh next to nothing and are extremely comfortable. The housings are ergonomically shaped housings and angled at 45 degrees. They do not fall out of the ears easily, even during intense activities. The silicone tips are nothing to write home about, but that is expected considering the price.There is a three-button inline remote with mic located right below the right earpiece, which can be used to answer calls, control music playback, and trigger the voice assistant on your smartphone. The buttons themselves are quite mushy and difficult to distinguish between by touch alone.Xiaomi Mi Earphones performanceXiaomi claim that the Mi Earphones feature a '3rd generation balanced damping system' that creates a transparent sound, and 'metal sound chambers' created via a 20-step process. Marketing fluff aside, how do the earphones really sound? Simply put: surprisingly decent for earphones that cost less than a nice dinner for two.While most earphones in this price range have over-inflated bass that dominates the rest of the frequency range, the bass response on the Mi Earphones is controlled and restrained. It doesn't overwhelm the sound signature or smother the highs. That said, bassheads will be left slightly wanting.It's surprising to hear that highs are present and distinct in the sound mix, although they do get overpowering sometimes. The mids are slightly repressed, which is evident in vocal-heavy genres such as blues. While the clarity on offer is decent for the price, songs with many layers of instrumentation do sound muffled and noisy. This is most evident in complex genres such as rock and metal in which the earphones sound harsh and the mids get buried by the treble and bass.",4
"This earphone set is fantastic. And highly deserving of money. I used it for a while last in 2022, and now I'm buying it once more in 2023. In my perspective, the Mi headset has good music and is easy to use.",5
good good,4
Nice product.Gentle bassNo loud soundProduct quality is decentDon't expect heavy music experience,4
It's sometime uncomfortable but it's fine i can adjust,3
"Seriously if you are a bass lover, then you can go for it.But it's built quality is not good, it will damage automatically after 3-4 months",2
it is not suitable for rough uses.,2
"Got it for less than 300rs. Not disappointted at all.If you compare it with other brands like Boat, the sound quality isn't as good as the contemporaries. But for the price I paid, I'm not disappointed at all.The bass is solid. Noise cancellation is average and the earphones are a little low on volume, could've been louder.Good value for money product for earphones under 300.",4
Very Good product as expected,5
Goid,5
Best Education Gadget For Kids,5
Brightness needs to improved,3
Nice,4
Good,4
"Liked by kids, hassle free, dust free.Can improve the screen brightness n font visibility",4
Good,4
"I ordered black but it came blue , although not a big issue colour doesn't matter tht much but functioning is ok so its good..!!",3
"The product is very good. Keya are ergonomic. After using it for 2 months, the keys are starting to get hard.. let's see how it performs in the future",4
For daily use value for money normal typing is good spacebar key is not properly pressed overall good to buy cheap product,3
I mean it is not a bad keyboard but i can get the same keyboard at local store for cheap price without paying for delivery so please consider this before buying.,3
After using standard boards like Logitech this seems to be with narrow gap between keys.  I have to adjust myself and careful not pressing two keys.  But it is smooth and without noise.  May be useful for beginners.  very economical,4
Good keyboard at affordable price,4
"Good product at this budget but not good for gaming, very basic keyboard",3
for typing purposes its waste of money rather go for a mechanical keyboard,2
Nice,4
Worth for money - suitable for Android auto... my purpose served in car....got it for Rs.150,4
Everything is Okay. But packaging is not good feeling like seller gave is used cable.,3
Good product,4
Good product but cost is more.,3
Original cable,5
I bought this cable at 129. Using this cable for Android auto in my car. Perfectly works without any glitch.,5
Original MI cable. Will charge upto 33 watts. Got it for Rs 150.  I have 67 watt charger and I want a cable for my car so I went for it. I checked the performance with battery charging app. The charging speed is exactly half of my 67 watt original cable. Go for it.,5
It provided me turbo charging. I recommend for all Redmi note 10s mobile phones. As it provide turbo charging. I am veri happy with this product.,5
Mouse functions smoothly.  Buttonclicks perfect. Little bit hard.  Should become easier after some time,4
"Overall good value for money, compact and easy to use. Button bit tight to click. Rest is good no issues",4
Worth to buy,5
Budget friendly,4
Good!,4
Working fine,4
3month,3
"Mouse works well, but buttons are pretty hard, especially the scroll wheel button is even harder. The rear end of the mouse, the bulgier side is quite higher hence feels a bit pushy on the palm area of my hand. If you have soft hands, you better explore other options, if it is for rough use then is a good buy.",3
Sound quality is superb noise cancellation is extremely well but bass quality  needs improve ment.,4
Overall its great the only thing thats poor is the range its not even half a meter! Rest is good,4
Good,4
It's a very Good headphone compared to it's price. Previously I had used Sony headphones and those were bit expensive. But I can surly say that these headphone can give you satisfactory quality.,4
Good battery backup,4
Like the color and bass,5
Build quality is not good enough the cousin cover get torn with use fit gets loose over battery life is decent,2
Like,5
"Bluetooth audio sounds really nice, decent bass too, but FM reception is weak. Even after plugging in the usb cable (antenna) the FM reception is not very clear. Its not able to catch all stations and even when it does catch a station, moving the speaker causes problems with the sound clarity. I tried a few other similar speakers from other brands and they all have this problem. Apparently the FM circuit in these soundbar is not good.",2
Worth for buying this speaker. Sound quality is good and loud. Weightless easy to carry. Good battery backup. It's coming for more than 4hours. Not tested properly but having good battery backup for sure. Don't expect bass. Having little bit but don't expect more. I'm writing this review after 5 days of usage.,4
Yes,5
Everything fine,5
Nice and decent product. sound is good. Bluetooth connectivity is good. you Call microphone is good.,4
cute and nice sound in medium hall.,4
It is good for data cables...I liked it,4
Nice,4
"So basically its good product with good quality, but this product is overpriced because same product from different brand are selling at 25% or more less money, still i bought this because of the brand name.",3
Gud quality and packaging but slightly expensive.,3
Ok,3
Using this for my mobile charging cable it’s useful for not to brake the cable,5
The cable is efficient in fast charging but in quick data transfer. Overall fine.,4
I like the usb c  L shape. Nylon Shielded core wire it improves the life of the cable.,5
i think i buy these every 6 months or so. fast charging stops working after a while. probbly something to do with the cable design. the cable gets twisted over time and I suspect that breaks the high capacity wires inside. but i keep buying it because there arent too many options in an L shaped design,2
"Good and durable product. Sometime the charges doesn't work on few adapters. there might be few cut off or something but works fine on apple adapter, Car charger, USB",4
The product is really good at affordable price.,5
"Good and fast charging, and value for money",5
பொருள் உடைய கடினத்தன்மையின் நன்றாக உள்ளது சார்ஜ் ஏறும் வேகம் 15wat,4
Not a fast charger.  Very slow charging with 65w.  L-shape pin is very useful.,2
"Made in Indonesia, (thankfully not China).",1
Good for long use of remote,4
Battery works as replacement,4
"Serves the purpose, Good seller, Good battery life",4
Good. Worked for my Ertiga Car Key remote,4
Working good,4
Works flawlessly. Good Battery Backup:Good packaging.,4
"The Table is good itself and also good grip on floor, one drawback is the edges on board are razor sharp and you might hurt yourself (i hurt myself). could be the best in price point just smoothing (maybe rounding) edges",4
Great to have for studies and laptop usageFor eating I wouldn't recommendIt slides to one side due to weight of laptopOverall it serves it's purpose ... Good one,4
Does the job but not stable in the bed because it has a curve design in four sides. If the four sides have a grip to support in surface like floor or bed it would have been a great product. Also the water bottle space was annoying because my laptop was big and i had less space for the mouse.,3
"You have mentioned extra height , more than other brands tables , which is not , it’s the standard size height",3
"Pretty sturdy table, very easy to fold, good rubber grip which holds the table on the floor firmly",4
"What is really interesting is that it has a cup holder and a space for keeping tabs or mobile on the desk, a very handy feature.The only con of this table is that it wobbles if you keep it on your bed, but that is okay.Overall, a great product, worth the money",4
It's easy to fold and has a good stability.Overall a good product.,4
"I ordered this for someone and they received the product on time, the product was same as described - go for it if you're on a budget",1
"The sequential read speeds for a 8gb video file (after reformatting to exfat file system) were 157MBPS constant for a 8.7GB video fileNote- the computer being used for testing has a pcie nvme ssd and a fairly modern and powerful cpu, but machines with a decent cpu and an average SSD ought to perform simillarly with usb 3.0 or aboveThe writes though, were a different story, as in the beginning for about 1.5 gb, the speed was 56MBPS, but then it dropped to 33, and it started throttling because of excessive heating.Difference between the go and the luxe- THIS IS WHERE THE ULTRA DUAL LUXE SINES AS IT DOESNT THROTTLE MUCH, BUT THE NORMAL GO DOES.The throttling occurs due to excessive heat generated, and because of it's plasticky build, it is unable to dissapate that heat, which can harm the NAND flash storage inside it; to prevent this, it reduces its speed and transfers in chunks of about 40MB before pausing briefly. It is a good thing as it prevents damage to the storage component, hence increasing lifespan, but at the cost of speeds. But after 33mpbs, it further drops down to 20, then 13 and becomes stable there. Here it's just too slow for heavy everyday use like transferring videos for editing. (Room temp 24C), your milage may vary with different types of files, computers and ports))But for the vast majority of users, who just use it as a backup, or for once in a while storage, or for regularly working with small files like pots and photos, it's perfectly fine. Its fast, makes it convenient to transfer files between phones and laptops and desktops, because of it's versatile setup of a changeable usb c and a setup. It feels strong and durable, even through its made if plastic.For the price of 719rs (for the 64gb variant) it is not very affordable. A regular usb a pen/flash drive and a type a to c adapter combination (as illustrated above, available for about rs 130 as of writing this review, and a 64GB flash drive costing anywhere between 400 and 550rs as of writing this review) will cost less. But a regular usb drive and the combo will not be as convenient and fast, but again it's not required for most people not to mention that the adapter is quite useful elsewhere as well; but for the small niche of users who want speed and have small files (below 1.5GB at a time) to work with, it's recommend.Otherwise going with the luxe (for performance) or the adapter setup (better value for money) as mentioned above will be a better decision.Hope you find this effort helpful",2
It would be better if the holder of pendrive is strong enough.And it's very hard to insert into my type c mobile (lgg8x).I got bit scared thinking of it will get broken.Better to buy this in offer the price gets less than I bought. I got it for 720₹.,3
"pros:-received product on time with good package-nice design, portable and easy to use-optimum data transfer speed and reasonable pricecons:-built quality could have been better-type c is not as easy to plug and unplug",3
It's look good with nice finish. It is very convenient to use. One drawback is plastic is soft it seems fragile compare to metal pendrive.Plastic material is thin and light weight,4
Storage mentioned 64 but it has only 57.2 gb.Value for money.,3
"Good product, but not so sturdy",3
Good,4
Very good product,5
"Review OverviewAverage2.7The Boat today launched the ‘ Boat Xtend ‘, the company’s latest budget smartwatch with a price tag of Rs. 2",5
"999. The Boat Xtend Smartwatch comes with a stylish design resembling the Apple watch. Moreover, it has built-in Amazon Alexa support, SpO2 tracking, stress tracking, and much more. Coming in a budget segment, is it worth it? Should you buy this smartwatch? If you too have such queries, then there is nothing to worry about. It is a detailed review of Boat Xtend Smartwatch which will clear all your doubts about it.ContentsBox ContentDesign, Build & ComfortDisplayWatch UI And FeaturesAlexa SupportWatch FacesBoat Wave AppAccuracyBatteryFinal WordsBuy Now:Box ContentBoat Xtend box contentSmartwatch in black&gold colourCharging clipUser Manual and warranty cardDesign, Build & ComfortWhen buying a smartwatch, one always thinks about its design and look. Apart from features, design and build is another major aspect one should take care of when buying a smartwatch. The boat has worked on its design this time which brings it to a premium side in terms of look. The design is inspired by the Apple Watch 3, but it cannot be compared to that. Obviously, in every aspect, Apple Watch 3 would be much better than the Boat Xtend Smartwatch. Redmi Watch as well as Amazfit Bip U Pro has the same shape and design, but the build quality is much premium on this one.Boat Xtend design and buildI personally don’t like the color scheme of this Boat Xtend Smartwatch. The black color variant comes with a golden color metallic frame. I believe the gold color would fade away after some time. There are three other color variants, which also don’t look stylish as this one. However, that is my personal opinion on the color scheme, so maybe you might find the color scheme to be good.Boat Xtend designThe watch has 5ATM water resistance. It has silicon straps, which are quite comfortable. The straps are good quality straps which you will find comfortable with regular usage.DisplayComing to the display, the watch has a 42mm square shape display. What you see on this one is a TFT panel. The screen has big bezels, however, the good part is that the screen goes completely back when it is off, so you won’t notice the bezels, and the screen quality won’t feel cheap at all. It doesn’t have an always-on display, but we cannot complain about that. The watch offers a screen on time of up to 20 seconds and up to 12 levels of brightness control.Boat Xtend display qualityI find the display quality of the Boat Xtend Smartwatch to be better than the previous smartwatch from Boat. View angle is good on this one, and you can clearly see content on this smartwatch even in the sunlight. The color on this one is not very saturated, but this isn’t something that we can complain about in this price range.Watch UI And FeaturesThe UI of this smartwatch is clean and easy to use. There is a single button on the watch which works as the power/off button as well as the back button. Moreover, the display is a touchscreen display that works without any problem. There isn’t much animation on the bar menu, and the navigation is simple, so you won’t find it difficult to use. However, the watch may lag a bit. The company has done cost-cutting in terms of the processor, that’s why you may find it to lag a bit, but it is OK, and not a big deal at the price point you get it.Boat Xtend UiThe watch offers all the basic fitness features such as daily activity (which includes total steps walked, calories burnt, and time), heart rate, sleep tracking, stress tracking breath training, SpO2 training, meditation, find my phone, and music control. Apart from that, there are 14 different support modes on this watch. I tried a few of them, and they worked fine. The watch notifies you of the incoming calls, messages received, and various other notifications in detail.Boat Xtend smartwatch reviewAlexa SupportThe main highlight of the Boat Xtend is the Amazon Alexa Support. The watch has an in-built microphone, and you can access it by long-pressing the back button. Do note that you can only do some basic tasks with Alexa on the watch like setting an alarm, setting a timer, and such. Well, it is a good thing to have Alexa on a watch, but you won’t find it very useful. Probably you will use it for a day or two out of excitement, and then you won’t prefer using it because it only does some basic tasks. So, even if Boat missed this feature, it won’t be a problem.Boat Xtend Alexa supportWatch FacesThe next cool thing about this Boat Smartwatch is the watch faces you get on this one. You get more than 100 watch faces on the watch, and probably more watch faces will be added to it. Moreover, you can also set a custom watch face as well.Boat Xtend watch facesBoat Wave AppYou will have to download the Boat Wave App to use the watch. The app is available for both Android as well as iOS devices. You won’t be seeing bugs on the app, and it works perfectly. I haven’t noticed any problem with connectivity like frequent disconnection. The interface of the Boat Wave is clean and simple. You will get all the fitness-related options and all the watch settings on the app itself.Boat Xtend boat wave appAccuracyAccuracy is one of the important aspects that one should take care of when buying a smartwatch. So talking about the accuracy, I tested everything on this watch, from normal walking to running, sleeping, and much more, and I find the results to be accurate.Boat Xtend accuracy testCompared to Realme or Redmi Watch, the result was the same on all of them. So, there is no problem with the accuracy. I don’t find the results to be accurate on most of the budget fitness trackers, but yes, this smartwatch is accurate in terms of fitness tracking, sleep tracking, and everything it does.Boat Xtend accuracyComparing it to the Noise watch which we tried recently, the stress level as well as the SpO2 tracking is much more accurate on this one. It also has the option to track the menstrual cycle in women.Boat Xtend accuracyBatteryYou get to see a 300mAH battery on this one, which the company claims to last 7 days. However, if you use most of the features of the watch, then the battery will last about two and a half days. If you keep the brightness low, then the battery will last about 3-4 days. I find the battery life to be a downside of the watch. It comes with magnet hook charging support.Final WordsBoat Xtend Smartwatch is a decent smartwatch from the Boat. It offers all the basic fitness features you will find on a budget fitness tracker, a good display, Alexa support, good design and build, and much more. The smartwatch at this price is quite good. Personally, what I didn’t like about this smartwatch is its color scheme. However, if you like the color scheme, then I would recommend you to go for it. Overall the watch is good with nothing to dislike about it except for the battery life. The battery life on this one is quite low. The company claims it to have a battery life of 7 days, but with regular usage, it will last for 2-3 days. If you are looking for a good smartwatch under Rs.5000, and you can adjust with the battery life, and you like the color scheme, then I would recommend you to go for this smartwatch. It offers all the features that should be there in a smartwatch under Rs.5000.",4
